nomem_encr;nohouse_encr;wave;geslacht;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
801998;593154;202201;1;5;1999;22;2;56;4;2;0;5;4;1;4;1;0;0;0;0;0;0;0;13550;8250;6;3;3;0;2; ;0
802032;552841;202201;1;1;1945;76;7;76;2;0;1;1;2;1;3;9;3250;3250;2150;2150;2150;7;5;4344;3000;4;4;4;1;2;101;0
802035;561968;202201;1;1;1948;73;7;73;1;0;0;4;1;1;4;3;-13;2543,1450561878;2000;2000;2000;13;4;2543,1450561878;2000;4;4;4;1;2;0;0
802041;501840;202201;2;2;1962;60;6;58;2;0;1;1;2;1;5;1;-13;3391,22694966811;2250;-13;2250;13;5;5691,22694966811;4190;4;4;4;0;2; ;0
802048;543782;202201;1;1;1949;72;7;72;2;0;1;1;2;1;1;9;4216;4216;2931;2931;2931;9;6;4897,02271217584;3551;6;6;6;1;9;202;0
802062;566564;202201;2;5;2007;14;1;40;4;3;0;5;4;2;4;7;0;0;0;0;0;0;0;2325,41727638461;1600;2;2;2;1;8; ;0
802072;554476;202201;2;2;1969;52;5;50;2;0;1;1;2;1;4;1;-13;2788,4004967493;1900;1900;1900;13;4;4498,68394997841;3150;2;2;2;1;2;101;0
802084;559088;202201;2;2;1974;47;5;48;3;1;1;1;3;1;4;8;1100;1100;950;950;950;3;2;6250;4250;3;3;3;0;6;0;0
802085;530682;202201;1;5;2005;16;2;45;7;5;1;5;3;1;5;7;0;0;0;0;0;0;0;7727;5188;3;1;1;1;9; ;0
802096;597106;202201;2;2;1945;76;7;76;2;0;1;1;2;1;3;9;1650;1650;1450;1450;1450;4;3;2900;2400;5;5;5;1;3;101;0
802098;510889;202201;2;2;1991;30;3;34;2;0;1;1;2;1;2;1;2585;2585;2203;2203;2203;6;5;10685,0857130077;6953;5;4;4;1;9;0;0
802117;508157;202201;1;1;1976;45;5;45;1;0;0;5;1;2;4;1;3433;3433;2499;2499;2499;7;5;3433;2499;4;4;4;1;1;0;0
802136;530642;202201;2;1;1945;76;7;76;1;0;0;3;1;1;4;9;-13;3661,61300002716;2750;2750;2750;13;6;3661,61300002716;2750;5;5;5;1;8;0;0
802147;516444;202201;2;2;1958;63;6;61;2;0;1;1;2;1;5;1;-13;1571,11076955827;1150;1150;1150;13;3;6393,20906470527;4150;4;4;4;1;9;0;0
802153;546522;202201;2;5;1995;26;3;55;3;1;1;5;3;1;4;1;-13;1726,80486751182;1250;-13;1250;13;3;7913,87837153899;5595;4;4;4;0;9; ;0
802154;504763;202201;2;5;2001;20;2;51;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;6575;4305;4;4;4;0;3;0;0
802172;581805;202201;2;2;1949;72;7;72;2;0;1;1;2;1;3;9;1000;1000;800;800;800;2;2;5500;4300;2;2;2;0;2;0;0
802188;510644;202201;1;1;1937;84;7;84;2;0;1;1;2;1;1;9;-13;3661,61300002716;2750;-13;2750;13;6; ; ;2;2;2;1;2;0;1
802236;553457;202201;2;2;1945;76;7;81;2;0;1;1;2;1;5;9;170;170;150;150;150;1;1;4870;3850;1;1;1;1;2;0;0
802242;523421;202201;1;1;1981;40;4;40;5;3;1;1;3;1;2;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;9;0;0
802252;522283;202201;2;2;1960;61;6;78;2;0;1;1;2;1;1;13;-13;276,029555598443;241;241;241;13;1;4822,00473775643;3557;6;6;6;1;2;0;0
802264;537783;202201;2;5;1985;36;4;71;4;2;1;5;3;2;3;1;-13; ;-13;-13; ;13;13; ; ;5;4;4;1;2;101;0
802281;525715;202201;1;1;1964;57;6;57;5;3;1;1;3;1;3;10;2000;2000;1750;-13;1750;4;4;9250;7900;4;4;4;1;9;102;0
802303;548476;202201;1;1;1977;44;4;44;1;0;0;5;1;1;1;1;4900;4900;3300;3300;3300;10;7;4900;3300;4;4;4;1;9;201;0
802321;523421;202201;1;5;2018;3;1;40;5;3;1;5;3;1;2;14;-13; ; ;-13; ;13; ; ; ;9;9; ;1;9; ;0
802338;562271;202201;1;5;2021;0;1;35;3;1;1;5;3;1;4;14;0;0;0;0;0;0;0;6416,85758565836;4300;9;9; ;1;99; ;0
802340;530252;202201;1;1;1954;68;7;68;2;0;1;1;2;1;2;9;7000;7000;4000;4000;4000;11;8;9100;5300;6;6;6;1;2;0;0
802342;521190;202201;1;1;1972;49;5;49;4;2;1;1;3;1;5;1;-13;4822,098295147;3000;3000;3000;13;6;10512,0303438052;6500;5;5;5;1;9;0;0
802363;595037;202201;1;3;1972;49;5;53;5;3;1;4;3;1;2;1;2800;2800;2300;2300;2300;6;5;5850;4900;4;4;4;0;8; ;0
802383;582412;202201;1;5;2007;14;1;51;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;9812,58093793134;6150;1;8;1;1;2; ;0
802386;506445;202201;2;5;2000;22;2;56;5;3;1;5;3;2;4;7;-13; ; ;-13; ;13; ; ; ;5;8;3;0;2;202;0
802391;531638;202201;2;1;1982;39;4;39;5;3;1;1;3;1;1;1;1700;1700;1600;1600;1600;4;4;4700;3600;6;5;5;1;8;102;0
802395;589550;202201;2;1;1938;83;7;83;2;0;0;4;5;2;2;8;1900;1900;1900;1900;1900;4;4;3376;3173;2;2;2;1;2;0;0
802398;523425;202201;2;1;1944;77;7;77;2;0;0;4;5;1;1;9;-13;2185,64654402031;1750;-13;1750;13;4;2185,64654402031;1750;4;4;4;1;2;0;0
802410;580032;202201;1;5;2009;12;1;46;6;5;0;5;4;2;3;7;0;0;0;0;0;0;0;1100;933;1;8;1;1;2; ;1
802416;567858;202201;2;5;2001;20;2;53;5;3;1;5;3;2;2;7;0;0;0;0;0;0;0;2100;1800;2;1;1;1;7;202;0
802447;587359;202201;2;5;1993;28;3;68;5;3;1;5;3;1;5;1;3000;3000;2000;2000;2000;6;4;15725,637051782;9550;5;5;5;0;7;201;0
802463;557855;202201;2;5;2004;17;2;53;3;1;1;5;3;1;5;7;-13;76,8954855468089;70;70;70;13;1;6464,30442315047;4270;1;1;1;0;9; ;0
802471;549111;202201;2;2;1934;87;7;87;2;0;1;1;2;1;5;9;768;768;768;768;768;2;2;2424;2068;4;4;4;1;2;0;0
802486;537318;202201;2;1;1953;68;7;68;2;0;1;1;2;2;1;9;3600;3600;2400;2400;2400;8;5;7200;4700;4;4;4;1;9;0;0
802499;569793;202201;1;5;2017;4;1;35;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;7320;4510;1;8;1;1;99; ;0
802502;544061;202201;2;2;1940;81;7;84;2;0;1;1;2;1;4;8;915;915;838;838;838;2;2;4986;4017;2;2;2;0;2; ;0
802512;567082;202201;2;5;1980;41;4;63;3;1;1;5;3;2;5;10;0;0;0;0;0;0;0;3000;2750;9;9; ;1;9;101;0
802521;556812;202201;2;3;1978;43;4;42;3;1;1;5;3;1;1;1;2500;2500;2000;2000;2000;5;4;10810,6991123764;6750;6;6;6;1;9;0;0
802526;584841;202201;2;5;2013;8;1;48;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;6200;4300;1;8;1;1;7; ;0
802539;578289;202201;2;2;1947;74;7;78;2;0;1;1;2;1;5;9;1035;1035;957;957;957;3;2;3868;3265;1;1;1;0;2; ;0
802551;535244;202201;1;1;1966;55;6;55;2;1;0;5;4;2;1;1;6170;6170;3626;3626;3626;11;8;6170;3626;5;5;5;1;2;0;0
802554;554714;202201;2;2;1981;40;4;38;5;3;1;1;3;1;3;3;2000;2000;1500;1500;1500;4;3;7800;4700;4;4;4;0;3; ;0
802566;598611;202201;1;5;2007;14;1;37;6;4;1;5;3;1;4;7;90;90;75;75;75;1;1;4340;3825;1;8;1;1;99; ;0
802568;500305;202201;1;1;1990;31;3;31;3;1;1;1;3;1;5;3;-13;4699,89455508877;3000;3000;3000;13;6;4699,89455508877;3000;4;4;4;1;9;0;0
802578;567419;202201;2;1;1945;76;7;76;1;0;0;3;1;2;5;9;-13;1326,2894085097;1121;1121;1121;13;3;1326,2894085097;1121;3;3;3;1;7;0;0
802585;578172;202201;2;1;1968;53;5;53;4;2;1;1;3;1;4;1;-13;4261,99302140902;2700;2700;2700;13;6;8438,52020948159;5450;6;6;6;1;9;0;0
802587;531704;202201;2;1;1951;70;7;70;1;0;0;3;1;1;2;9;-13;4520,54092257528;3300;3300;3300;13;7;4520,54092257528;3300;6;5;5;1;7;0;0
802590;583511;202201;1;5;2007;14;1;42;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;4311,65915636499;3000;1;8;1;1;2; ;0
802612;517484;202201;2;1;1993;28;3;28;1;0;0;5;1;2;3;1;5416;5416;3606;3606;3606;11;8;5416;3606;5;5;5;1;99;201;0
802613;579436;202201;1;5;2007;14;1;52;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;8639,599963643;5500;3;1;1;1;9; ;0
802679;590557;202201;1;1;1962;59;6;59;3;1;1;1;3;2;5;8;1750;1750;1250;1250;1250;4;3;2475;2060;2;2;2;1;8;0;0
802755;591473;202201;1;5;2008;13;1;50;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;11270,2493472805;6800;3;1;1;1;8; ;0
802761;577359;202201;1;1;1985;36;4;36;1;0;0;5;1;2;1;1;1993;1993;1776;1776;1776;4;4;1993;1776;4;4;4;1;99;0;0
802783;569912;202201;2;1;1944;77;7;77;1;0;0;4;1;2;2;9;-13;1975,25019170382;1600;1600;1600;13;4;1975,25019170382;1600;2;2;2;1;8;0;0
802819;576330;202201;2;2;1977;44;4;43;4;2;1;1;3;1;5;1;4000;4000;2750;2750;2750;8;6;9200;6050;6;6;6;0;2;0;0
802822;504107;202201;1;5;2016;6;1;40;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0; ; ;1;8;1;1;8; ;0
802850;520394;202201;2;1;1989;32;3;32;4;2;1;5;3;1;3;1;-13;1287,24353586859;950;950;950;13;2;4678,4704855367;3200;4;4;4;1;7;0;0
802851;579604;202201;2;5;2010;11;1;41;5;3;1;5;3;2;3;7;0;0;0;0;0;0;0;5799;4200;9;9; ;1;9; ;0
802859;529690;202201;1;1;1943;78;7;78;2;0;1;1;2;1;5;9;5262;5262;4120;4120;4120;11;9;6152;4958;5;5;5;1;2;0;0
802883;558889;202201;1;1;1949;72;7;72;3;1;1;1;3;1;1;9;3520;3520;2500;2500;2500;8;5; ; ;6;6;6;1;2;201;0
802902;572177;202201;2;2;1979;42;4;47;5;3;1;1;3;1;3;1;3300;3300;2700;2700;2700;7;6;8598,07436449363;5950;5;5;5;1;6;0;0
802911;505227;202201;1;2;1946;75;7;72;3;0;1;1;2;1;5;9;-13;1539,55366543106;1300;1300;1300;13;3;3729,60100759177;3200;2;2;2;1;2;0;1
802923;550793;202201;1;5;2010;11;1;46;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0; ; ;1;8;1;1;2; ;0
802929;582412;202201;1;1;1970;51;5;51;4;2;1;1;3;1;3;1;2650;2650;1900;1900;1900;6;4;9812,58093793134;6150;4;4;4;0;2;0;0
802944;543545;202201;1;5;2003;18;2;49;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7622,64110148442;5000;3;3;3;1;2;0;0
802947;593643;202201;2;2;1950;71;7;71;2;0;1;1;2;1;2;9;1123;1123;1014;1014;1014;3;3;3965;3317;3;3;3;1;2;0;0
802950;504842;202201;1;1;1972;49;5;49;2;1;0;5;4;4;4;12;-13;0;0;0;0;13;0;0;0;5;5;5;1;9;202;0
802951;590390;202201;1;1;1983;38;4;38;5;3;1;1;3;1;4;1;-13;4261,99302140902;2700;2700;2700;13;6;4261,99302140902;2700;4;4;4;0;99;0;0
802960;588330;202201;2;1;1980;41;4;41;3;2;0;3;4;2;5;10;2500;2500;2000;2000;2000;5;4;2500;2000;6;6;6;1;8;0;0
802980;514575;202201;1;5;2018;3;1;41;4;2;1;5;3;2;4;14;0;0;0;0;0;0;0;4272,27001294936;2900;9;9; ;1;7; ;0
802981;526126;202201;2;2;1957;64;6;64;2;0;1;1;2;1;5;8;0;0;0;0;0;0;0;2440;1737;2;2;2;1;2;0;0
802984;587222;202201;2;1;1982;39;4;39;1;0;0;5;1;1;1;1;3700;3700;2650;2650;2650;8;6;3700;2650;6;6;6;1;7;0;0
802987;555816;202201;2;1;1979;42;4;42;5;3;1;1;3;1;4;1;2400;2400;2100;2100;2100;5;5;4760;4160;4;4;4;1;99;201;0
802988;513924;202201;1;3;1979;42;4;38;3;1;1;5;3;1;4;1;-13;1030,58862984107;790;790;790;13;2;3373,58862984107;2609;1;1;1;0;9; ;0
802995;526543;202201;1;2;1980;41;4;35;3;1;1;1;3;2;5;1;1777;1777;1572;1572;1572;4;4;3282,68538247965;2689;7;7;1;0;9; ;0
802996;514086;202201;2;5;2005;16;2;54;4;2;1;5;3;1;2;7;-13;286,992040080165;250;-13;250;13;1;4473,98408016033;3500;4;2;2;1;2; ;0
802999;562167;202201;1;1;1981;40;4;40;4;2;1;5;3;1;2;1;2000;2000;1250;-13;1250;4;3;2900;2000;6;6;6;1;8;202;0
803025;578776;202201;1;1;1988;33;3;33;1;0;0;5;1;1;4;1;4800;4800;3082;3082;3082;10;7;4800;3082;5;5;5;1;9;0;0
803028;500626;202201;1;5;2008;13;1;48;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;9062,00842224054;5650;3;1;1;1;9; ;0
803033;584341;202201;2;1;1952;69;7;69;1;0;0;5;1;2;2;3;1700;1700;1218;1218;1218;4;3;1700;1218;5;5;5;1;3;0;0
803045;503173;202201;2;2;1980;41;4;43;4;2;1;1;3;1;1;3;1400;1400;1000;1000;1000;3;2;4300;3200;3;3;3;0;3;0;0
803054;564331;202201;2;1;1981;40;4;40;2;0;1;1;2;1;1;1;-13;3006,46740420496;2000;2000;2000;13;4;7844,79713605584;5050;5;5;5;1;8;202;0
803060;585229;202201;1;5;1995;27;3;60;5;3;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;5;5;5;0;1; ;0
803063;543606;202201;1;1;1943;78;7;78;2;0;1;1;2;1;5;9;-13;2659,2617762698;2080;2080;2080;13;5;3573,37628508634;2892;5;5;5;1;2;0;0
803064;594857;202201;1;1;1992;29;3;29;3;1;1;1;3;1;5;1;2890;2890;2250;-13;2250;6;5;5205;4127;4;4;4;1;9;0;0
803079;597412;202201;2;5;2015;6;1;37;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;5841,69784530593;3822;1;8;1;1;99; ;0
803099;541509;202201;1;1;1990;31;3;31;1;0;0;1;1;1;4;1;2000;2000;1500;1500;1500;4;3;2000;1500;4;4;4;1;8;0;0
803100;540213;202201;2;5;1995;26;3;59;4;2;1;5;3;2;5;1;-13; ;-13;-13; ;13;13; ; ;5;5;5;1;2;102;0
803106;529760;202201;2;1;1973;48;5;48;2;0;1;1;2;2;4;1;2400;2400;1950;1950;1950;5;4;4600;3850;4;4;4;0;2;0;0
803128;531875;202201;2;1;1988;33;3;33;1;0;0;5;1;2;1;1;4335;4335;2900;2900;2900;9;6;4335;2900;6;6;6;1;7;0;0
803136;584212;202201;2;1;1938;83;7;83;1;0;0;3;1;2;4;9;-13;2399,15237840235;1900;1900;1900;13;4;2399,15237840235;1900;3;3;3;1;9;0;0
803146;513610;202201;1;1;1958;63;6;63;2;0;1;1;2;2;5;1;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;2; ;0
803152;535293;202201;2;2;1977;44;4;50;5;3;1;1;3;1;3;1;-13;4745,29574568268;3000;3000;3000;13;6;9331,43527944602;6135;4;4;4;1;2;0;0
803155;573168;202201;1;1;1977;44;4;44;4;2;1;1;3;1;1;1;3800;3800;2750;-13;2750;8;6;5700;4105,71858174465;4;4;4;1;2;102;0
803157;525097;202201;1;2;1982;39;4;35;4;2;1;1;3;1;2;1;2500;2500;1900;1900;1900;5;4;6000;4300;5;4;4;1;8;0;0
803180;555989;202201;2;1;1993;28;3;28;3;2;0;5;4;2;2;8;-13;1329,0780070536;1000;1000;1000;13;2;1329,0780070536;1000;4;4;4;1;9;0;0
803201;574661;202201;2;4;1957;64;6;31;2;0;0;5;5;1;1;10;-13;948,009599380784;750;-13;750;13;2;948,009599380784;750;1;7;1;1;2;102;0
803207;559759;202201;1;1;1961;61;6;61;2;0;1;1;2;1;1;1;3000;3000;2200;2200;2200;6;5;4700;3394;4;4;4;0;8; ;0
803210;579510;202201;1;1;1973;48;5;48;2;1;0;5;4;2;2;1;2800;2800;2200;2200;2200;6;5;3748,00959938078;2950;4;2;2;1;8;102;0
803237;583239;202201;2;1;1940;81;7;81;1;0;0;3;1;2;1;9;1770;1770;1675;1675;1675;4;4;1770;1675;2;2;2;1;2;102;1
803245;543286;202201;2;1;1950;71;7;71;1;0;0;4;1;1;2;9;-13;2688,41666109755;2100;2100;2100;13;5;2688,41666109755;2100;4;4;4;1;9;0;0
803260;547257;202201;2;3;1967;54;5;53;2;0;1;3;2;1; ;1;-13;2536,36320561483;1750;-13;1750;13;4;8650,98259432623;5500;3;3;3;1;9;0;0
803268;578634;202201;1;1;1956;65;7;65;2;0;1;1;2;1;4;3;5250;5250;3000;3000;3000;11;6;6100;3450;5;5;5;1;1;0;0
803274;529022;202201;1;1;1971;50;5;50;5;3;1;1;3;1;2;1;5950;5950;3000;3000;3000;11;6;7810,9761202405;4650;5;5;5;0;2; ;0
803280;596359;202201;1;1;1957;64;6;64;6;4;1;1;3;2;3;1;5400;5400;3400;3400;3400;11;7; ; ;2;2;2;1;2;0;0
803304;564512;202201;1;3;1994;27;3;26;2;0;1;5;2;1;2;7;1600;1600;1250;-13;1250;4;3;3310,28345322911;2500;6;6;6;1;9;0;0
803338;585232;202201;1;1;1984;37;4;37;2;0;1;1;2;1;4;1;5000;5000;3750;-13;3750;10;8;8500;6050;7;7;1;0;8;0;0
803356;552755;202201;1;1;1956;65;7;65;2;0;1;1;2;2;3;10;-13;1497,39318578535;1250;-13;1250;13;3;2470,05234215035;2000;3;3;3;1;3;0;0
803390;517694;202201;2;5;2013;8;1;43;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;11555,1537504309;6250;9;9; ;1;2; ;0
803411;553762;202201;1;5;2014;7;1;46;4;2;1;5;3;1;2;14;-13;0;0;0;0;13;0;9200;6400;9;9; ;1;8; ;0
803445;581088;202201;2;1;1970;51;5;51;2;1;0;3;4;1;3;1;3406;3406;2443;2443;2443;7;5;3406;2443;3;3;3;1;1;0;0
803451;571218;202201;1;5;2005;16;2;49;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;7780,68107581438;5000;1;8;1;0;1; ;0
803454;513378;202201;2;1;1996;25;3;25;2;0;1;5;2;2;2;1;-13;3895,647721145;2500;2500;2500;13;5;5203,55722993688;3500;5;5;5;1;99;0;0
803482;525906;202201;2;5;2015;6;1;43;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0; ; ;1;8;1;1;7; ;0
803500;588208;202201;2;1;1971;50;5;50;3;1;1;5;3;2;5;8;0;0;0;0;0;0;0; ; ;4;4;4;1;2;0;0
803503;544113;202201;2;2;1958;63;6;63;2;0;1;1;2;1;4;10;-13; ;-14;-13; ;13;14; ; ;5;5;5;1;6;0;0
803506;594815;202201;2;1;1969;52;5;52;4;2;1;1;3;2;1;1;4000;4000;2700;2700;2700;8;6;7832,75301310508;5650;6;6;6;1;1;0;0
803515;591763;202201;1;1;1968;54;5;54;3;1;1;1;3;1;3;1;4500;4500;3200;3200;3200;9;7;7207,73380181508;5250;4;4;4;1;2;0;0
803536;573388;202201;2;1;1984;37;4;37;5;3;1;1;3;2;3;8;-13;1479,82310577449;1100;1100;1100;13;3;9450,89709078309;5850;4;4;4;1;7;202;0
803540;555572;202201;1;1;1970;51;5;51;2;0;1;1;2;1;2;1;3500;3500;2650;2650;2650;7;6;6100;4350;4;2;2;1;8;0;0
803549;584738;202201;2;2;1945;76;7;77;2;0;1;1;2;1;3;9;800;800;800;800;800;2;2;4300;3400;2;2;2;0;1; ;0
803552;540373;202201;1;5;2006;15;2;49;4;3;0;5;4;1;4;7;0;0;0;0;0;0;0;3200;1900;3;8;1;1;99; ;0
803555;523239;202201;2;2;1985;36;4;34;5;3;1;1;3;1;4;8;-13;1456,25365937932;1100;1100;1100;13;3;5903,56669594257;3900;5;3;3;1;7;0;0
803565;505479;202201;2;5;2019;2;1;40;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;6222,96266720941;4310;9;9; ;1;9; ;0
803567;570547;202201;1;1;1951;70;7;70;2;0;1;1;2;1;2;9;-13;0;0;0;0;13;0;0;0;4;4;4;1;2;0;0
803570;552651;202201;2;2;1986;35;4;37;4;2;1;1;3;2;3;8;-13;1683,04341756936;1250;-13;1250;13;3;3471,24873316167;2550;4;4;4;1;7;102;0
803573;598394;202201;1;1;1994;27;3;27;1;0;0;5;1;2;1;7;0;0;0;0;0;0;0;0;0;6;6;6;1;8;102;0
803582;565808;202201;1;1;1961;60;6;60;4;2;1;1;3;1;5;10;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;1;0;0
803590;584414;202201;1;1;1961;60;6;60;1;0;0;3;1;1;4;1;-13;3446,11391341185;2250;-13;2250;13;5;3446,11391341185;2250;2;2;2;1;9;0;0
803592;527117;202201;1;5;2018;3;1;32;4;2;1;5;3;1;2;14;0;0;0;0;0;0;0;4156,45696372275;2900;9;9; ;1;9; ;0
803597;507271;202201;1;5;2004;17;2;52;4;2;1;5;3;2;1;7;0;0;0;0;0;0;0; ; ;2;2;2;0;9; ;0
803612;591834;202201;2;1;1985;36;4;36;4;3;0;5;4;2;2;7;-13;2512,09624408387;1750;-13;1750;13;4;2512,09624408387;1750;2;2;2;1;9;102;0
803619;571102;202201;1;1;1950;71;7;71;2;0;1;1;2;1;4;9;2260;2260;1900;1900;1900;5;4;3270;2703;4;4;4;1;2;101;0
803628;591958;202201;2;2;1975;46;5;48;2;0;1;1;2;1;2;1;5360;5360;3100;3100;3100;11;7;12360;7100;6;6;6;1;8;0;0
803640;552770;202201;2;5;2015;6;1;35;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;7310;4504;9;9; ;1;8; ;0
803652;540951;202201;2;5;2001;20;2;59;4;2;1;5;3;1;3;7;-13;286,992040080165;250;-13;250;13;1;7309,67699476763;4900;6;3;3;0;2;0;0
803662;507272;202201;1;1;1962;59;6;59;2;0;1;1;2;2;4;1;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;2;0;0
803674;500460;202201;2;1;1947;74;7;74;1;0;0;4;1;1;2;9;-13;2115,16124915538;1700;1700;1700;13;4;2115,16124915538;1700;4;4;4;1;6;0;0
803689;516510;202201;1;2;1968;53;5;53;3;1;1;1;3;2;5;2;-13;3736,44813569691;2500;2500;2500;13;5;7577,46858021617;5040;4;4;4;0;2;0;0
803695;564019;202201;2;1;1969;52;5;52;1;0;0;5;1;2; ;10;-13;1365,03710962866;1024;1024;1024;13;3;1365,03710962866;1024;4;4;4;1;7;202;0
803717;559277;202201;2;1;1956;65;7;65;1;0;0;4;1;2;3;12;1230;1230;823;823;823;3;2;1230;823;6;6;6;1;2;101;0
803723;539068;202201;2;1;1954;67;7;67;1;0;0;3;1;2;1;9;-13;2982,65656080464;2300;2300;2300;13;5;2982,65656080464;2300;4;4;4;1;2;0;0
803729;515704;202201;1;1;1981;40;4;40;4;2;1;1;3;1;2;1;4900;4900;3300;3300;3300;10;7;5680;4000;5;5;5;1;7;0;0
803732;555377;202201;1;1;1951;70;7;70;1;0;0;3;1;2;3;9;2000;2000;1750;1750;1750;4;4;2000;1750;2;2;2;1;7;0;0
803736;543342;202201;2;1;1959;62;6;62;1;0;0;3;1;1;2;3;2000;2000;1750;-13;1750;4;4;2000;1750;4;4;4;1;9;0;0
803742;542972;202201;2;5;2003;18;2;37;5;3;0;5;4;1;1;7;317;317;317;317;317;1;1;6934;5517;4;2;2;1;9;202;0
803747;560504;202201;1;1;1962;59;6;59;2;0;1;1;2;2;2;1;2000;2000;1500;1500;1500;4;3;3331;2644;1;1;1;1;2;101;0
803754;565163;202201;2;2;1975;46;5;51;6;4;1;1;3;1;3;1;3500;3500;2100;2100;2100;7;5;8000;4400;6;6;6;1;9;201;0
803765;541128;202201;1;1;1967;54;5;54;1;0;0;5;1;2;2;1;-13;1754,75318166547;1250;-13;1250;13;3;1754,75318166547;1250;2;2;2;1;6;0;0
803771;568005;202201;1;5;2000;21;2;52;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;8650;5700;5;4;4;1;2; ;0
803784;541430;202201;2;5;1998;23;2;56;3;2;0;5;4;1;5;7;-13;948,009599380784;750;-13;750;13;2;7221,61752487202;4500;5;4;4;0;6; ;0
803787;598025;202201;2;5;1991;31;3;62;4;2;1;5;3;1;2;1;-13;3130,4313179918;2100;2100;2100;13;5;11995,4994801519;8100;4;4;4;1;2;0;0
803799;502478;202201;1;1;1950;71;7;71;5;3;1;1;3;1;3;9;-13;1497,39318578535;1250;-13;1250;13;3; ; ;4;4;4;1;2;0;0
803802;507894;202201;2;2;1960;61;6;57;4;2;1;1;3;1;3;8;-13;0;0;0;0;13;0;5420,23030550979;4200;2;2;2;1;2;0;0
803803;503840;202201;2;2;1986;35;4;39;4;2;1;1;3;1;1;1;-13;2536,36320561483;1750;-13;1750;13;4; ; ;5;5;5;0;9;201;0
803805;591055;202201;1;1;1942;79;7;79;2;0;1;1;2;2;4;9;-13;1540,27554957806;1282;1282;1282;13;3;2482,85296161878;2117;2;2;2;1;2;0;0
803829;530749;202201;1;2;1979;42;4;41;4;2;1;1;3;2;4;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;2;0;0
803854;529656;202201;2;1;1966;55;6;55;2;1;0;5;4;2;1;1;1600;1600;1475;1475;1475;4;3;3293;3020;4;4;4;1;6;102;0
803863;524993;202201;2;3;1974;47;5;47;4;2;1;5;3;1;2;1;1450;1450;1140;1140;1140;3;3;5350;4090;5;5;5;1;2;0;0
803866;554376;202201;1;5;2008;13;1;49;3;1;1;5;3;1;1;7;0;0;0;0;0;0;0; ; ;3;1;1;1;6; ;0
803891;508143;202201;2;2;1977;44;4;41;4;2;1;1;3;1;2;10;1200;1200;989;989;989;3;2;5095,647721145;3489;4;4;4;1;9;0;0
803906;576785;202201;2;1;1970;51;5;51;1;0;0;5;1;2;1;6;-13;1035,14317199933;800;800;800;13;2;1035,14317199933;800;2;1;1;1;2;0;0
803909;501086;202201;1;5;2012;9;1;35;4;2;1;5;3;2;5;7;0;0;0;0;0;0;0;2560;2300;1;8;1;0;3; ;0
803912;535763;202201;1;2;1975;46;5;41;3;1;1;1;3;1;2;1;2100;2100;1850;1850;1850;5;4;5362;4150;4;4;4;0;3;0;0
803924;591875;202201;1;1;1990;31;3;31;1;0;0;5;1;2;1;1;2709;2709;2124;2124;2124;6;5;2709;2124;6;6;6;1;99;0;0
803934;528726;202201;1;5;2021;0;1;29;3;1;1;5;3;2;2;14;0;0;0;0;0;0;0;5811;4855;9;9; ;1;99; ;0
803952;547778;202201;2;2;1957;64;6;65;2;0;1;1;2;1;2;10;-13;1366,96350443934;1040;1040;1040;13;3;4555,96350443934;3364;2;2;2;1;2;0;0
803958;526794;202201;1;1;1980;41;4;41;5;3;1;1;3;2;2;1;3600;3600;3750;-13;3750;8;8;3600;3750;3;8;1;1;8;202;0
803967;557000;202201;1;5;2017;5;1;39;3;2;0;5;4;1;4;7;0;0;0;0;0;0;0;4244,12422588478;2750;9;9; ;1;8; ;0
803993;542959;202201;1;5;2019;2;1;31;3;1;1;5;3;2;1;14;0;0;0;0;0;0;0;3848,00959938078;3050;9;9; ;1;2; ;0
